change-speed,kilometer,price,shangpai-date,standard,title
0,14.31,6.5,1.3333333333333333,4,奥迪
0,3.36,25.49,4.0,5,奥迪
0,2.57,14.38,1.0833333333333333,6,奥迪
0,7.83,27.99,4.416666666666667,5,奥迪
0,17.07,21.5,7.083333333333333,5,奥迪
0,8.06,13.5,6.083333333333333,5,奥迪
0,5.79,16.6,6.583333333333333,5,奥迪
0,11.6,11.5,1.4166666666666667,4,奥迪
0,2.32,13.8,1.5,6,奥迪
0,12.93,15.5,9.083333333333334,4,奥迪
0,4.68,9.18,1.6666666666666665,4,奥迪
0,5.4,24.88,3.5,5,奥迪
0,0.66,20.68,1.0833333333333333,6,奥迪
0,4.39,24.8,4.0,5,奥迪
0,14.35,6.98,1.0833333333333333,4,奥迪
0,6.58,17.5,4.333333333333333,5,奥迪
0,15.42,7.1,1.1666666666666667,4,奥迪
0,5.8,19.5,5.083333333333333,5,奥迪
0,5.89,25.0,8.0,4,奥迪
0,5.6,22.5,3.0833333333333335,5,奥迪
0,1.41,26.0,0.08333333333333333,6,奥迪
0,8.86,24.88,4.0,5,奥迪
0,14.96,17.98,7.666666666666667,4,奥迪
0,12.55,10.8,7.166666666666667,5,奥迪
0,6.7,23.88,4.5,5,奥迪
0,9.38,7.2,1.0833333333333333,4,奥迪
0,4.53,53.9,3.4166666666666665,5,奥迪
0,7.46,35.5,2.4166666666666665,6,奥迪
0,6.17,13.0,9.25,4,奥迪
0,4.73,7.8,8.0,4,奥迪
0,0.5,13.5,3.75,5,奥迪
0,12.75,18.0,5.0,5,奥迪
0,5.83,36.2,5.75,5,奥迪
0,15.25,7.5,1.0833333333333333,4,奥迪
0,4.82,11.99,4.416666666666667,5,奥迪
0,17.77,9.0,1.25,4,奥迪
0,6.96,27.5,4.333333333333333,5,奥迪
0,5.09,23.8,6.0,5,奥迪
0,10.34,39.8,5.083333333333333,5,奥迪
0,5.64,9.5,5.416666666666667,5,奥迪
0,13.92,4.8,1.0,4,奥迪
0,5.82,11.9,6.75,5,奥迪
0,11.61,9.8,6.583333333333333,4,奥迪
0,0.27,35.5,0.16666666666666666,6,奥迪
0,0.24,27.8,0.25,6,奥迪
0,4.9,32.0,6.666666666666667,5,奥迪
0,8.25,11.0,4.083333333333333,5,奥迪
0,8.83,21.28,4.083333333333333,5,奥迪
0,17.56,12.98,9.083333333333334,4,奥迪
0,1.38,56.0,1.3333333333333333,6,奥迪
0,17.47,17.0,6.166666666666667,5,奥迪
0,8.32,13.5,7.0,4,奥迪
0,9.12,10.88,8.333333333333334,5,奥迪
0,6.07,22.5,5.0,5,奥迪
0,15.1,15.98,8.083333333333334,4,奥迪
0,24.89,8.8,1.5,4,奥迪
0,13.73,14.58,7.416666666666667,5,奥迪
